timestamp,usage_kwh,co2_tco2,power_factor,voltage,current,temperature,humidity,vibration
2023-01-01 00:00:00,549.6714153011233,0.603059458799058,0.9812368142575638,224.96714153011231,18.09178376397174,42.80920356439097,54.143040412535186,2.420357325486683
2023-01-01 01:00:00,486.1735698828815,0.384464523295496,0.9481154337605758,218.61735698828815,11.53393569886488,34.52885844014397,39.41351421176024,1.9778140241191386
2023-01-01 02:00:00,564.7688538100692,0.5575437190224147,0.923409288039278,226.47688538100692,16.72631157067244,28.352322009819535,32.033166703881335,1.8227000946915861
2023-01-01 03:00:00,652.3029856408025,0.4380761541838632,0.9222272373490896,235.23029856408024,13.142284625515897,28.056809337272437,42.34029628405813,0.7814734314330172
2023-01-01 04:00:00,476.5846625276664,0.4672597193629047,0.9431469843737212,217.65846625276663,14.017791580887142,33.28674609343033,66.38954280322096,2.717009061292856
2023-01-01 05:00:00,476.586304305082,0.5047604266866917,0.9183896045719776,217.6586304305082,15.142812800600753,27.09740114299437,62.18157106870872,0.8788508543284805
2023-01-01 06:00:00,657.9212815507392,0.4880508948273441,0.9617429613621375,235.79212815507393,14.641526844820323,37.935740340534416,41.88684488530753,2.9388600699659317
2023-01-01 07:00:00,576.7434729152909,0.3323894358507064,0.9539634499400133,227.6743472915291,9.971683075521195,35.990862485003326,64.32679129332666,1.4798600527062955
2023-01-01 08:00:00,453.0525614065048,0.6381812021163317,0.9509903840586692,215.30525614065047,19.14543606348995,35.247596014667295,36.917849655143044,2.23873093054224
2023-01-01 09:00:00,554.2560043585964,0.6134409218758897,0.9376127459681842,225.42560043585965,18.40322765627669,31.90318649204607,62.16420123693207,2.47351583123098
2023-01-01 10:00:00,453.65823071875377,0.485368350687387,0.9311020476020792,215.36582307187538,14.56105052062161,30.275511900519817,37.25059299608851,1.841070758129227
2023-01-01 11:00:00,453.4270246429743,0.5934398626729084,0.9313461051964272,215.34270246429742,17.803195880187253,30.33652629910679,32.339544588447914,1.0328899024646727
2023-01-01 12:00:00,524.1962271566034,0.4602304838662024,0.953536725551434,222.41962271566035,13.806914515986074,35.88418138785848,33.95980244931578,1.6229898816389978
2023-01-01 13:00:00,308.6719755342202,0.4017802556255516,0.9540743677003982,200.86719755342202,12.053407668766548,36.01859192509957,55.05603307037783,2.2932110311345757
2023-01-01 14:00:00,327.5082167486967,0.5054413014200575,0.9429962773699856,202.75082167486968,15.163239042601726,33.2490693424964,64.72998477335474,1.6976567002971679
2023-01-01 15:00:00,443.7712470759028,0.3831097141515279,0.922756861372852,214.37712470759027,11.493291424545838,28.189215343213018,44.46966068859233,2.5717034743245035
2023-01-01 16:00:00,398.7168879665576,0.5609050623483323,0.9649492908038704,209.87168879665577,16.82715187044997,38.73732270096758,63.58440172531958,1.8756552106449904
2023-01-01 17:00:00,531.4247332595273,0.4297437250560257,0.9400408196103772,223.14247332595275,12.892311751680772,32.51020490259431,62.02368604820872,2.011145448494889
2023-01-01 18:00:00,409.1975924478789,0.3399969120767021,0.952504199092409,210.91975924478788,10.199907362301063,35.62604977310226,59.71388309499174,2.0706167338908044
2023-01-01 19:00:00,358.76962986647084,0.1372792304161522,0.9576477764618144,205.87696298664707,4.1183769124845675,36.911944115453586,30.103697507843258,2.025297179692648
2023-01-01 20:00:00,646.5648768921554,0.4872943681135407,0.9524970534876344,234.65648768921554,14.618831043406223,35.62426337190861,68.89816597872161,2.2902275798135623
2023-01-01 21:00:00,477.4223699513464,0.5320702489739148,0.9420140437327778,217.74223699513465,15.962107469217441,33.00351093319444,69.6952723635539,1.3527332324145398
2023-01-01 22:00:00,506.7528204687924,0.6337736378143325,0.9643994612474476,220.67528204687923,19.013209134429975,38.59986531186192,30.87809553699241,2.126474649579802
2023-01-01 23:00:00,357.52518137865434,0.3264989435749406,0.962719828618688,205.75251813786542,9.794968307248217,38.17995715467203,37.592165182567136,2.55927711388406
